text,entities,id,label,start_offset,end_offset,text_char_length,text_word_count,label_encoded
"This use of known, legitimate tools is not new; we call that “living off the land” and have seen this tactic pick up recently, including usage by ransomware actors.","[{'id': 45838, 'label': 'tools', 'start_offset': 62, 'end_offset': 81}]",45838.0,tools,0.2048900531398942,0.312350454761158,164,0.5533471700045927,19
"Take a look at Trend Micro Cloud One, part of our complete cybersecurity platform, to learn more.","[{'id': 44602, 'label': 'SOFTWARE', 'start_offset': 15, 'end_offset': 36}]",44602.0,SOFTWARE,-0.6884987920472329,-0.5099319097520972,97,-0.46632498089242175,9
The cloud is only one aspect of our full 1H 2021 report.,"[{'id': 45839, 'label': 'TIME', 'start_offset': 41, 'end_offset': 48}]",45839.0,TIME,-0.19428368619903494,-0.29065661254856245,56,-0.891188377099511,10
Unit 42 released details about attackers hijacking web browsers to mine for compute resources and exchange for cryptocurrency.,"[{'id': 45840, 'label': 'identity', 'start_offset': 0, 'end_offset': 7}]",45840.0,identity,-0.9736228915750395,-1.039847211327306,126,-0.38135230165100387,15
"With the increasing value of cryptocurrency, such as bitcoin and Ethereum, and a better business model with higher returns than malware- and exploit-type attacks, it’s no surprise these types of attacks are becoming more commonplace.","[{'id': 44603, 'label': 'SOFTWARE', 'start_offset': 53, 'end_offset': 60}, {'id': 44604, 'label': 'SOFTWARE', 'start_offset': 65, 'end_offset': 73}]",44603.0,SOFTWARE,0.03381559342321029,-0.07138131534502774,233,1.0631832454530998,9
Cybercriminals will compromise a website and abuse a legitimate tool on that site to gain access to the compute resources of site visitors’ systems.,"[{'id': 45842, 'label': 'attack-pattern', 'start_offset': 46, 'end_offset': 69}, {'id': 45841, 'label': 'attack-pattern', 'start_offset': 21, 'end_offset': 41}]",45842.0,attack-pattern,-0.09924231968976609,0.0930751575576233,149,0.1284837737975033,12
"Using this access, attackers will essentially steal compute resources and exchange them for cryptocurrency credit.","[{'id': 45843, 'label': 'attack-pattern', 'start_offset': 46, 'end_offset': 69}]",45843.0,attack-pattern,-0.09924231968976609,0.0930751575576233,114,-0.6362703393752575,12
"In our updated report on ransomware from Unit 42, “Ransomware: Unlocking the Lucrative Criminal Business Model,” Unit 42 researcher Bryan Lee notes: “In 2016, it was thought that there were less than one hundred active ransomware variants out in the wild.","[{'id': 45846, 'label': 'identity', 'start_offset': 41, 'end_offset': 48}, {'id': 45847, 'label': 'TIME', 'start_offset': 153, 'end_offset': 157}, {'id': 45844, 'label': 'identity', 'start_offset': 113, 'end_offset': 120}, {'id': 45845, 'label': 'identity', 'start_offset': 132, 'end_offset': 141}]",45846.0,identity,-0.19428368619903494,-0.29065661254856245,255,1.573019320901607,15
The most common way ransomware operators levy attacks is through email or by web browsing to malicious or compromised sites.,"[{'id': 45848, 'label': 'attack-pattern', 'start_offset': 65, 'end_offset': 123}]",45848.0,attack-pattern,0.2619148730454555,1.0798139949735295,124,-0.21140694316816813,12
The overwhelming majority of ransomware attacks are against Microsoft Windows systems.,"[{'id': 44606, 'label': 'SOFTWARE', 'start_offset': 60, 'end_offset': 77}]",44606.0,SOFTWARE,0.16687350653618668,0.23925868902664646,86,-0.9761610563409289,9
"Most importantly, because the ransomware is executing with the compromised user’s privileges, any file the legitimate, now-compromised user has access to, including network shares and backups, is fair game for the ransomware.","[{'id': 44607, 'label': 'attack-pattern', 'start_offset': 63, 'end_offset': 92}]",44607.0,attack-pattern,0.22389832644174798,0.5133528105310649,225,0.8082652077288462,12
"Even though Microsoft Windows today features a robust user access control system, that system has inherent limitations.","[{'id': 44608, 'label': 'SOFTWARE', 'start_offset': 12, 'end_offset': 29}]",44608.0,SOFTWARE,-0.7455236119527942,-0.6378424997874924,119,-0.46632498089242175,9
"In the early days of Window Vista, Microsoft enabled aggressive security checking to ensure user-initiated actions were legitimate.","[{'id': 45849, 'label': 'SOFTWARE', 'start_offset': 21, 'end_offset': 33}, {'id': 45850, 'label': 'identity', 'start_offset': 35, 'end_offset': 44}]",45849.0,SOFTWARE,-0.5744491522361103,-0.5647507340529808,131,-0.38135230165100387,9
Microsoft made reasonable adjustments so that these alerts are now raised sparingly.,"[{'id': 44609, 'label': 'identity', 'start_offset': 0, 'end_offset': 9}]",44609.0,identity,-0.9736228915750395,-1.0033013284600503,84,-0.891188377099511,15
"If user32.dll were encrypted and unusable, it would be a problem.","[{'id': 44610, 'label': 'FILEPATH', 'start_offset': 3, 'end_offset': 13}]",44610.0,FILEPATH,-0.9165980716694782,-0.9302095627255388,65,-0.9761610563409289,2
"Beginning on Feb. 15, a series of distributed denial of service (DDoS) attacks commenced.","[{'id': 45851, 'label': 'TIME', 'start_offset': 13, 'end_offset': 20}, {'id': 45852, 'label': 'attack-pattern', 'start_offset': 34, 'end_offset': 70}]",45851.0,TIME,-0.7265153386509404,-0.8022989726901435,89,-0.7212430186166753,10
"These attacks have continued over the past week, impacting both the Ukrainian government and banking institutions.","[{'id': 44612, 'label': 'identity', 'start_offset': 68, 'end_offset': 113}]",44612.0,identity,0.3189396929510168,0.8970845806372506,114,-0.5512976601338396,15
"On Feb. 23, a new variant of wiper malware named HermeticWiper was discovered in Ukraine.","[{'id': 591, 'label': 'malware', 'start_offset': 29, 'end_offset': 34}, {'id': 45853, 'label': 'TIME', 'start_offset': 3, 'end_offset': 10}, {'id': 45855, 'label': 'malware', 'start_offset': 49, 'end_offset': 62}, {'id': 45854, 'label': 'location', 'start_offset': 81, 'end_offset': 88}]",591.0,malware,-0.42238296582128015,-0.546477792619353,89,-0.6362703393752575,17
"Shortly after, a new round of website defacement attacks were also observed impacting Ukrainian government organizations.","[{'id': 45856, 'label': 'identity', 'start_offset': 86, 'end_offset': 120}, {'id': 45857, 'label': 'attack-pattern', 'start_offset': 30, 'end_offset': 48}]",45856.0,identity,0.6610886123843847,1.024995170672646,121,-0.5512976601338396,15
"Consistent with our previous reporting on the topic, several western governments have issued recommendations for their populations to prepare for cyberattacks that could disrupt, disable or destroy critical infrastructure.","[{'id': 45858, 'label': 'identity', 'start_offset': 62, 'end_offset': 81}]",45858.0,identity,0.2048900531398942,0.312350454761158,223,0.5533471700045927,15
"We have already observed an increase in Russian cyber activity, which we reported on in our initial Threat Brief published last month and our recent report on the Gamaredon group.","[{'id': 45859, 'label': 'threat-actor', 'start_offset': 163, 'end_offset': 178}, {'id': 45860, 'label': 'location', 'start_offset': 40, 'end_offset': 47}]",45859.0,threat-actor,2.124725656627125,2.0848257738230638,179,0.6383198492460105,18
Future attacks may target U.S. and Western European organizations in retaliation for increased sanctions or other political measures against the Russian government.,"[{'id': 45862, 'label': 'location', 'start_offset': 35, 'end_offset': 51}, {'id': 45863, 'label': 'identity', 'start_offset': 35, 'end_offset': 65}, {'id': 45861, 'label': 'location', 'start_offset': 26, 'end_offset': 30}, {'id': 45864, 'label': 'identity', 'start_offset': 145, 'end_offset': 163}]",45862.0,location,-0.30833332601015756,-0.2358377882476788,164,-0.041461584685332405,16
"This post was substantially updated on Feb. 24 to add information on the recent DDoS attacks, HermeticWiper malware and website defacement; update our recommendations for how organizations should prepare for potential cyber impact; and provide additional details for our customers and clients on how we can help.","[{'id': 45866, 'label': 'TIME', 'start_offset': 40, 'end_offset': 47}, {'id': 45867, 'label': 'attack-pattern', 'start_offset': 81, 'end_offset': 93}, {'id': 45868, 'label': 'attack-pattern', 'start_offset': 121, 'end_offset': 139}, {'id': 45865, 'label': 'malware', 'start_offset': 95, 'end_offset': 108}]",45866.0,TIME,-0.2132919595008887,-0.30892955398219035,313,2.082855396350114,10
"This post was substantially updated March 31 to add information on phishing and scam attacks, cybersquatting trends, fake donation websites, DoS attacks on Ukrainian news sites and distribution of malicious binaries.","[{'id': 45871, 'label': 'attack-pattern', 'start_offset': 94, 'end_offset': 108}, {'id': 45872, 'label': 'attack-pattern', 'start_offset': 117, 'end_offset': 139}, {'id': 45873, 'label': 'attack-pattern', 'start_offset': 141, 'end_offset': 152}, {'id': 45869, 'label': 'TIME', 'start_offset': 36, 'end_offset': 44}, {'id': 45874, 'label': 'identity', 'start_offset': 156, 'end_offset': 176}, {'id': 45875, 'label': 'attack-pattern', 'start_offset': 181, 'end_offset': 215}, {'id': 45870, 'label': 'attack-pattern', 'start_offset': 67, 'end_offset': 92}]",45871.0,attack-pattern,0.8131547987992148,0.8057198734691111,216,0.7232925284874283,12
"Full visualization of the techniques observed, relevant courses of action and indicators of compromise (IoCs) related to this report can be found in the Unit 42 ATOM viewer.  We will continue to provide updates with new information and recommendations as they become available.","[{'id': 45780, 'label': 'SOFTWARE', 'start_offset': 154, 'end_offset': 173}]",45780.0,SOFTWARE,1.9536511969104406,1.9934610666549242,278,1.7429646793844427,9
Appendix A: Cortex Xpanse: Identifying Assets That May Be Impacted by CISA’s Known Exploited Vulnerabilities,"[{'id': 45892, 'label': 'SOFTWARE', 'start_offset': 12, 'end_offset': 25}, {'id': 45893, 'label': 'identity', 'start_offset': 70, 'end_offset': 75}]",45892.0,SOFTWARE,-0.7455236119527942,-0.710934265522004,108,-0.6362703393752575,9
"On Feb. 15, the Cyberpolice of Ukraine reported that residents were actively receiving fake SMS text messages.","[{'id': 45894, 'label': 'TIME', 'start_offset': 3, 'end_offset': 10}, {'id': 44614, 'label': 'identity', 'start_offset': 16, 'end_offset': 38}, {'id': 44615, 'label': 'attack-pattern', 'start_offset': 77, 'end_offset': 109}]",45894.0,TIME,-0.9165980716694782,-0.9850283870264225,110,-0.46632498089242175,10
"Shortly after the text messages were observed, several DDoS attacks occurred.","[{'id': 45895, 'label': 'attack-pattern', 'start_offset': 56, 'end_offset': 68}]",45895.0,attack-pattern,0.0908404133287716,0.0748022161239954,78,-0.9761610563409289,12
"These attacks impacted Ukrainian government organizations including the Ministry of Defense, Ministry of Foreign Affairs, Armed Forces of Ukraine and the publicly funded broadcaster Ukrainian Radio.","[{'id': 44616, 'label': 'identity', 'start_offset': 23, 'end_offset': 43}, {'id': 44617, 'label': 'identity', 'start_offset': 72, 'end_offset': 91}, {'id': 44618, 'label': 'identity', 'start_offset': 93, 'end_offset': 120}, {'id': 44619, 'label': 'identity', 'start_offset': 122, 'end_offset': 145}, {'id': 44620, 'label': 'identity', 'start_offset': 182, 'end_offset': 197}]",44616.0,identity,-0.5364326056324028,-0.38202131971670195,198,0.29842913228033907,15
"Additionally, the attacks targeted two banking institutions, PrivatBank and Oschadbank.","[{'id': 45896, 'label': 'identity', 'start_offset': 61, 'end_offset': 71}, {'id': 45897, 'label': 'identity', 'start_offset': 76, 'end_offset': 86}]",45896.0,identity,0.18588177983804044,0.1296210404248791,87,-1.0611337355823467,15
An initial investigation into the DDoS attacks suggested that Mirai and Meris bot networks may have been leveraged in the attacks.,"[{'id': 45900, 'label': 'malware', 'start_offset': 72, 'end_offset': 90}, {'id': 45898, 'label': 'attack-pattern', 'start_offset': 34, 'end_offset': 46}, {'id': 45899, 'label': 'malware', 'start_offset': 62, 'end_offset': 67}]",45900.0,malware,0.3949727861584319,0.47680692766380905,130,-0.12643426392675028,17
"On Feb. 18, both the United States and the United Kingdom attributed these DDoS attacks to Russia’s Main Intelligence Directorate (GRU).  Over the past week, Ukraine has continued to observe a relatively constant flow of DDoS attacks targeting its government and financial institutions.","[{'id': 44621, 'label': 'identity', 'start_offset': 22, 'end_offset': 35}, {'id': 44622, 'label': 'TIME', 'start_offset': 4, 'end_offset': 11}, {'id': 44623, 'label': 'identity', 'start_offset': 44, 'end_offset': 58}, {'id': 44624, 'label': 'attack-pattern', 'start_offset': 76, 'end_offset': 80}, {'id': 44625, 'label': 'threat-actor', 'start_offset': 92, 'end_offset': 136}, {'id': 44626, 'label': 'identity', 'start_offset': 159, 'end_offset': 166}, {'id': 44627, 'label': 'attack-pattern', 'start_offset': 222, 'end_offset': 234}, {'id': 44628, 'label': 'identity', 'start_offset': 249, 'end_offset': 286}]",44621.0,identity,-0.5554408789342565,-0.5282048511857251,287,1.7429646793844427,15
The Ukrainian CERT did identify a post on RaidForums from a user named “Carzita” that suggested that additional actors may also be launching DDoS and defacement attacks for undisclosed reasons.,"[{'id': 45901, 'label': 'identity', 'start_offset': 4, 'end_offset': 18}, {'id': 45903, 'label': 'identity', 'start_offset': 72, 'end_offset': 79}, {'id': 45902, 'label': 'identity', 'start_offset': 42, 'end_offset': 52}, {'id': 45904, 'label': 'attack-pattern', 'start_offset': 141, 'end_offset': 145}, {'id': 45905, 'label': 'attack-pattern', 'start_offset': 150, 'end_offset': 168}]",45901.0,identity,-0.8975897983676243,-0.8388448555573993,193,0.6383198492460105,15
"On Feb. 23, a malicious file named conhosts._exe (SHA256: 1bc44eef75779e3ca1eefb8ff5a64807dbc942b1e4a2672d77b9f6928d292591) was uploaded to a public malware repository from an organization in Kyiv, Ukraine.","[{'id': 678, 'label': 'SHA2', 'start_offset': 58, 'end_offset': 122}, {'id': 44630, 'label': 'location', 'start_offset': 192, 'end_offset': 205}, {'id': 44631, 'label': 'FILEPATH', 'start_offset': 35, 'end_offset': 48}, {'id': 44632, 'label': 'TIME', 'start_offset': 3, 'end_offset': 10}]",678.0,SHA2,0.12885695993247914,1.0615410535399017,206,0.043511094556085456,8
This executable is a signed file with a valid signature from an organization named Hermetica Digital Ltd. This signing certificate has since been explicitly revoked by its issuer.,"[{'id': 45906, 'label': 'identity', 'start_offset': 83, 'end_offset': 104}]",45906.0,identity,0.6040637924788234,0.7326281077345996,179,0.4683744907631748,15
Additionally the kernel module responsible for the actual wiping activity is from a legitimate application called EaseUS Partition Master.,"[{'id': 45907, 'label': 'tools', 'start_offset': 115, 'end_offset': 138}]",45907.0,tools,1.212328538138144,1.3539081164779478,139,-0.296379622409586,19
"In tracking this threat, early reports show that the malware has been deployed against a financial institution in Ukraine as well as two contractors in Latvia and Lithuania that provide services to the Ukrainian Government.","[{'id': 44633, 'label': 'location', 'start_offset': 114, 'end_offset': 121}, {'id': 44634, 'label': 'identity', 'start_offset': 202, 'end_offset': 222}, {'id': 44635, 'label': 'identity', 'start_offset': 90, 'end_offset': 110}, {'id': 44636, 'label': 'location', 'start_offset': 152, 'end_offset': 158}, {'id': 44637, 'label': 'location', 'start_offset': 163, 'end_offset': 172}, {'id': 44638, 'label': 'malware', 'start_offset': 53, 'end_offset': 60}, {'id': 44639, 'label': 'identity', 'start_offset': 133, 'end_offset': 172}]",44633.0,location,1.1933202648362902,1.0432681121062737,223,1.0631832454530998,16
